,text,sentiment,value
18076,Come Vancouver Throwing stuff onto ice I thought Canucks supposed polite stuff,negative,-1
18077,hi sorry going pass email assistant Rel Soc lost dm pls,negative,-1
18078,flashlight tag love playing games dark,positive,1
18079,fun viper room tomorrow night know fam attendance support yall,positive,1
18080,totally agree,positive,1
18081,yea lol,neutral,0
18082,computers broken I broke laptop I use phone ahh still cause order,negative,-1
18083,YEAH DUDE I would ask I already know How,neutral,0
18084,ugh stupid teenagers showed My peaceful time,negative,-1
18085,At work always,neutral,0
18086,.. dat dude look crazy w/ dat hair face lmao .. stop .. old wrestlers went TNA thanks Vince .. dudes clowns lol,negative,-1
18087,cold raining inglewood,neutral,0
18088,You First know SinhalenFOSS ep22 big news http //tr.im/kpoR,neutral,0
18089,Yup indeed like train announcements Shortly arrive Kï¿½lle,neutral,0
18090,Go Chinese sounds yum,positive,1
18091,Done book signings Manchester Nice people Enjoy week,positive,1
18092,NICK WTF I WAS GON NA GO BUT I HAVE NO RIDE Boo,negative,-1
18093,Plain White T Sara Bareilles ... life get amazing,positive,1
18094,wait till england WC t20,neutral,0
18095,Happy Friday I realized I left cell phone home today though,positive,1
18096,yeah mine stubborn got ta keep trying way around,neutral,0
18097,I pretty sure sort tweeting lose followers But stuff it- well worth,positive,1
18098,Why I always headache,negative,-1
18099,Awh last day tour I miss hangin w/ Children 18:3 Soooo ... let make awesome nite OK,positive,1
18100,wat riverside,negative,-1
18101,Just work,neutral,0
18102,It ok I cleared cache everything fine,positive,1
18103,awww ok lol hopefully im still back states,positive,1
18104,night light dims leave chat room,neutral,0
18105,Hey YEG Anyone goin Edmonton Energy game wan na live updates PLEASE They dont post live scores,neutral,0
18106,would cool people make videos miming song make one big video EVERYONE,positive,1
18107,yep am.got back morning NFg fab last night cant go tomorrow getting MS ticket soon 4weeks away,positive,1
18108,I put username .. Wow,positive,1
18109,wishing karen grace,neutral,0
18110,Thanks Nick Means lot coming designer caliber symphonycms,positive,1
18111,going run circle ... also ... ab zum Spooohort,neutral,0
18112,Hoisin duck pizza salt pepper pizza gelato dinner Edmund Jade Good times,positive,1
18113,Ya weather super weird It looked like gon na rain today course darnitt,negative,-1
18114,sry feel well another change I believe hope FFK09 fun lots inspiring input,negative,-1
18115,Awwh .... well least top magic happens Today good day worries,positive,1
18116,Chem better physics And I tired _astri HAHAHA NTN BBF JUGA YA Hihi gue sukanya Jun Pyo,negative,-1
18117,I know great The Climb sooo good,positive,1
18118,yeah I fine raid things Excepting liquor cheese bacon balls,neutral,0
18119,Boo counts,neutral,0
18120,Oh god The cheesy disco music started everyone getting tables need wine ...,negative,-1
18121,patient get soon,positive,1
18122,Josh called big bucket ugly wish luck audition tweets,neutral,0
18123,aaaah I swear I took mistake somehow attached charger -_- apparently needed break U huh,negative,-1
18124,Hi Rise shine Yes I Pretty early last nights hours But I slept like baby though ...,neutral,0
18125,I like thank normally randomly working internet actually staying moment I saw tweet,positive,1
18126,So far good It still early though,positive,1
18127,At movies About watch Star Trek,neutral,0
18128,debut Thursday The Gallery Lounge It fun ... wait next one,positive,1
18129,damm feel like song dead gone Travis Garland,negative,-1
18130,I readin last twitts I hope ok,positive,1
18131,ummm sooo yeh .... really hard concentrate rite wen weird lupus feeling goin thro body,negative,-1
18132,Weird suddenly blogtalkradio giving domain found error I 5 minutes ago,negative,-1
18133,Amazing Thereby proving believe anything see,positive,1
18134,Today lame I Orlando I soooo looking forward NEXT friday,negative,-1
18135,lovliest night last night ruined doctors inability warn side effects back tests,neutral,0
18136,wats wrong boo,negative,-1
18137,bed I pics newly finished hat afternoon yea done Night yall,neutral,0
18138,THIS CALLS FOR A HIGH FIVE Don miss hotshot xD,positive,1
18139,Did get meet Ace Frehley Love guitar playing Not sure coherent speaker might/might,neutral,0
18140,tis sad day,negative,-1
18141,thanks neemah I gon na soooo close izzy yet far,positive,1
18142,wow.,neutral,0
18143,Buying first mac,neutral,0
18144,I already thinking shows I going miss I broke,negative,-1
18145,Poor Lil J-Man fever I wait go home hold little man,neutral,0
18146,question .. guys liek famous anything haha MILEY FOLLOWED YOU LUCKKYY im jealous,neutral,0
18147,almost done third/chapter cover page yay,positive,1
18148,hospital week half pretty much virge dying,negative,-1
18149,Travel blog running http //charlenedianetravels.blogspot.com Can wait start filling entries,positive,1
18150,wishing mother Happy Mother Day Love ya,positive,1
18151,http //twitpic.com/67jzp McFly concerts years H ... Don 06 one though,neutral,0
18152,_chick Hello,neutral,0
18153,Ahh ... Well I hoping I could learn stuff way ... Why I work separate things also,positive,1
18154,Y CANT WE ALL JUST GET ALONG,negative,-1
18155,probably still married Joan perhaps,neutral,0
18156,I really want go see UP haha Tooo cute,positive,1
18157,Hate washing hair Because dried straightened And find grey hairs middle layers hair,negative,-1
18158,Oh I roll oldies http //blip.fm/~5jeu7,neutral,0
18159,HUGS back also look,positive,1
18160,Early start today More rain miles,neutral,0
18161,hehe tweet time ... bastos talaga chux,neutral,0
18162,Same I wanted keep going end ... ever,neutral,0
18163,haha I playing,neutral,0
18164,Oui I figured since day I better start brushing french far I learnt Bonjour Oui,neutral,0
18165,_intruder well said ... please take hands .. cope Set fox,negative,-1
18166,Time go sleep It almost 1am Night everyone Happy mothers day moms,positive,1
18167,Hey lovely .. hope good day Thanks awsome night teaching put together tie ... hahaha,positive,1
18168,omfg head,negative,-1
18169,Jimmy Eat World initials JEW .... new favorite band,positive,1
18170,stillll listening paranoid starting civics homework+ new JONAS episode,neutral,0
18171,good luck I doubt hilarious really hoping see dressed kind foam food item go ...,positive,1
18172,aww loves way cute,positive,1
18173,_1 leavin bc racists starts cryin,negative,-1
18174,thanks I try boarding,neutral,0
18175,I want Wednesday already I hurry go New Zealand I busy sitting bored stressing,negative,-1
18176,_Kill_Boy I know feeling,negative,-1
18177,I woulda never believed five years later I female engineer making tracks,positive,1
18178,Missed WBC counterprotests But probably going WaterFire Ben yay,negative,-1
18179,You got deal,neutral,0
18180,Just got home :3 Was pleased Star Trek,positive,1
18181,Okay ... So I AIM account ... Send ur S/N I add u ... Thx,positive,1
18182,Nnnnoooooo Just learned got frost warning tonight,negative,-1
18183,What great night,positive,1
18184,I miss Feb 23rd 2008 best night whole entire life I rather re-live night win 1million,positive,1
18185,Happy Mothers Day mums life,positive,1
18186,oh birthday happy birthday andre michelle,positive,1
18187,We tons updates including pics Rob yesterday Check www.robsessedpattinson.com,neutral,0
18188,Wtf 5 mins marked closed ... FAZ cost 4 grand,negative,-1
18189,Headin 2 chilis Mr. Presidente callin name Then 2 ice house,neutral,0
18190,love nice weather today camping tonight oh hate hair,positive,1
18191,steamed fish w/ oyster sauce,neutral,0
18192,_anderson hehe fun tweets,positive,1
18193,I miss standing next ...,negative,-1
18194,Now mosquito truck waking,negative,-1
18195,Right Into action Grab shower grab camera I think walk sunshine along canal Later good tweeple,positive,1
18196,say nicest things,positive,1
18197,I sooo hyper And I even know Hahahahaha,neutral,0
18198,mailbox already 2 hours,neutral,0
18199,At Spoke Club fell love Tom Arnold Rosie definitely different ... Lucky moi,positive,1
18200,http //www.facebook.com/pages/HelloTxt/73275306275 message posted HelloTxt Facebook Fan page HelloTxt check,neutral,0
18201,read book heard Feed spay love great motto pet owners although involved,positive,1
18202,loving music good recommendation someone knows stuff,positive,1
18203,man cant go sunday cause im helping day piano recital sucks,negative,-1
18204,back school almost weekend oh wait got ta work eight four tonight,neutral,0
18205,trying learn oral exam I distracted,negative,-1
18206,never answer .. wath say,negative,-1
18207,twitterfails hard right ... annoying,negative,-1
18208,I heard Regina girls song les deux And I think u should/have 2 come back 2 mc I miss u,negative,-1
18209,LMAO listening great Bob Marley Wow hes awesome,positive,1
18210,At Marlees doc appointment poor babygirl get shots,negative,-1
18211,lil sad bc I wont able toeat hot dog Big Kahuna cookie sandwich Ranger game tonight,negative,-1
18212,hip hop alive well nashville tn,neutral,0
18213,Good night 15 miles trails 7 peeks climb morning fun times ahead,positive,1
18214,course im almost theres traffic,neutral,0
18215,anxiously awaiting Rockets-Lakers game ... Yes I finally got Tix Games 3 4 .... Yeahhhhh,positive,1
18216,Ever restaurant 200 items menu Lunch decision hard,negative,-1
18217,_d I view anything Gerald Not I banned I even read place,negative,-1
18218,_argie Yes I,neutral,0
18219,Me Wendy going Wish,negative,-1
18220,Every time I succeed code I get 'We Sorry Your Credit Card Has Been Declined time,negative,-1
18221,found none,neutral,0
18222,bored Gon na go Carnival get day pass tomorrow Excited bored today,negative,-1
18223,wet dirty one,negative,-1
18224,Work go,neutral,0
18225,oh gon na break w/your ups guy move,negative,-1
18226,Very bummed I go open house today DD I woke stomach bug Blech Y fun,neutral,0
18227,haha many times,neutral,0
18228,feeling giddy wan na go home,negative,-1
18229,Interesting Combination Have great one,positive,1
18230,__ good hope get better soon good luck exams,neutral,0
18231,Aw see robert practice That makes sad,negative,-1
18232,Got BrainBone daily question right http //tinyurl.com/c9ryqc,neutral,0
18233,Goood Dayy Beeen shopping get I wanted though But best friend comeeee homeeee XD Ily Shannii x,positive,1
18234,Noones talking anymore,neutral,0
18235,Oh believe killed Hate Stringer,negative,-1
18236,SanctuarySunday yay Sanctuary I may watch Requiem breakfast,neutral,0
18237,May work Saturday I want rewrite properly weekend bosses may say get working,neutral,0
18238,Just got 3rd tattoo owwwwwww lol,neutral,0
18239,really lookin forward monday bak college,negative,-1
18240,I still thinking ... Idk,neutral,0
18241,LOL I hate happens All hyped know Lunch sounds nice .. hope nice time,neutral,0
18242,Last day sign GoCincinnati www.crossroads.net/gocincinnati sign group .. going AWESOME,positive,1
18243,Yeah mine said 'That nice picture gave red x Hope get working soon,positive,1
18244,Oh gosh My hair short I miss long hair,negative,-1
18245,_26 wish take care,positive,1
18246,second song coming along nicley,positive,1
18247,doin fine relaxin work ... Hardly working,positive,1
18248,thanks Sadly streamline top II sold Streamline trunk II available size gets halfway,neutral,0
18249,cat,neutral,0
18250,Excited empty apartment little,neutral,0
18251,want u know like u hun j/p u know go back,negative,-1
18252,On way home n 2 deal w underage girls drinking gin da bus talking bout keggers ...... feel old,negative,-1
18253,really adore K-POPPED site http //k-popped.com/ haha,positive,1
18254,Still sick home,negative,-1
18255,Glad I trudged first 60 pages Anathem Now pg340 ... long time since I wanted call sick read,positive,1
18256,In bed good last saturday ec I gon na miss place wait til summer,negative,-1
18257,good morning guys experimental chemistry test morning wish luck,positive,1
18258,Made breakfast bf went sears pass drivers test stayed minh lil sauna spa aunt uncle mom FINALLY HOME,neutral,0
18259,thanks u 2 Idk Im going ... I feel like getting dress hair LOL,neutral,0
18260,yeah excited,positive,1
18261,Just checked bank balance I spend like millionaire despite fact I nowhere near rich one,neutral,0
18262,fun Ate mas.Thanks Good luck w/ ur showing tomorrow,negative,-1
18263,Tired About climb bed fall asleep I hope weekend fun ... I couple weeks left,positive,1
18264,Well JUST making dinner making dinner WET HAIR,neutral,0
18265,thanks trying I hoping Bud Trillin Fest would honored guests hobnobbed,positive,1
18266,Surfing web ...,neutral,0
18267,Yea nice But im weekend,positive,1
18268,_trees True That kind style less 'old chap,neutral,0
18269,GIVE A HATER A Hug Why would I like mwean people,negative,-1
